"Month","Day","Year","Temp","Date"
"3","15","2004",76.5,2004-03-15
"3","16","2004",82.4,2004-03-16
"3","17","2004",82,2004-03-17
"3","18","2004",81.8,2004-03-18
"3","19","2004",83.8,2004-03-19
"3","20","2004",82.1,2004-03-20
"3","21","2004",83.8,2004-03-21
"3","22","2004",85.5,2004-03-22
"3","23","2004",84.7,2004-03-23
"3","24","2004",77.8,2004-03-24
"3","25","2004",81.3,2004-03-25
"3","26","2004",79.3,2004-03-26
"3","27","2004",79.1,2004-03-27
"3","28","2004",78.9,2004-03-28
"3","29","2004",79.3,2004-03-29
"3","30","2004",81.5,2004-03-30
"3","31","2004",80.6,2004-03-31
"4","1","2004",82,2004-04-01
"4","2","2004",82.8,2004-04-02
"4","3","2004",84.2,2004-04-03
"4","4","2004",88.2,2004-04-04
"4","5","2004",86.4,2004-04-05
"4","6","2004",85.7,2004-04-06
"4","7","2004",87.8,2004-04-07
"4","8","2004",85.8,2004-04-08
"4","9","2004",85.1,2004-04-09
"4","10","2004",88.1,2004-04-10
"4","11","2004",87.2,2004-04-11
"4","12","2004",87.3,2004-04-12
"4","13","2004",90.2,2004-04-13
"4","14","2004",92.4,2004-04-14
"4","15","2004",86.5,2004-04-15
"4","16","2004",90.3,2004-04-16
"4","17","2004",93.7,2004-04-17
"4","18","2004",89.1,2004-04-18
"4","19","2004",92.5,2004-04-19
"4","20","2004",90.7,2004-04-20
"4","21","2004",91.1,2004-04-21
"4","22","2004",84.3,2004-04-22
"4","23","2004",83.7,2004-04-23
"4","24","2004",77.2,2004-04-24
"4","25","2004",78.7,2004-04-25
"4","26","2004",84.2,2004-04-26
"4","27","2004",87.8,2004-04-27
"4","28","2004",88.2,2004-04-28
"4","29","2004",84.7,2004-04-29
"4","30","2004",70.6,2004-04-30
"5","1","2004",76.6,2004-05-01
"5","2","2004",79.1,2004-05-02
"5","3","2004",79.7,2004-05-03
"5","4","2004",84.1,2004-05-04
"5","5","2004",83.2,2004-05-05
"5","6","2004",83.1,2004-05-06
"5","7","2004",88.3,2004-05-07
"5","8","2004",90,2004-05-08
"5","9","2004",93.6,2004-05-09
"5","10","2004",91.9,2004-05-10
"5","11","2004",94.7,2004-05-11
"5","12","2004",92.3,2004-05-12
"5","13","2004",94.6,2004-05-13
"5","14","2004",97.2,2004-05-14
"5","15","2004",97.5,2004-05-15
"5","16","2004",97.1,2004-05-16
"5","17","2004",99.6,2004-05-17
"5","18","2004",97.9,2004-05-18
"5","19","2004",100,2004-05-19
"5","20","2004",101.3,2004-05-20
"5","21","2004",98.4,2004-05-21
"5","22","2004",97.3,2004-05-22
"5","23","2004",90.8,2004-05-23
"5","24","2004",88.2,2004-05-24
"5","25","2004",84.3,2004-05-25
"5","26","2004",86.3,2004-05-26
"5","27","2004",79.9,2004-05-27
"5","28","2004",85.9,2004-05-28
"5","29","2004",89.5,2004-05-29
"5","30","2004",93,2004-05-30
"5","31","2004",96.5,2004-05-31
"6","1","2004",94.4,2004-06-01
"6","2","2004",91.7,2004-06-02
"6","3","2004",94.9,2004-06-03
"6","4","2004",96.3,2004-06-04
"6","5","2004",90.4,2004-06-05
"6","6","2004",85.9,2004-06-06
"6","7","2004",89.1,2004-06-07
"6","8","2004",83.5,2004-06-08
"6","9","2004",80.2,2004-06-09
"6","10","2004",88.5,2004-06-10
"6","11","2004",91,2004-06-11
"6","12","2004",92.7,2004-06-12
"6","13","2004",92.7,2004-06-13
"6","14","2004",92.6,2004-06-14
"6","15","2004",92.8,2004-06-15
"6","16","2004",91.9,2004-06-16
"6","17","2004",91.1,2004-06-17
"6","18","2004",88.4,2004-06-18
"6","19","2004",83.5,2004-06-19
"6","20","2004",87.5,2004-06-20
"6","21","2004",88.4,2004-06-21
"6","22","2004",85,2004-06-22
"6","23","2004",90.7,2004-06-23
"6","24","2004",87.8,2004-06-24
"6","25","2004",82,2004-06-25
"6","26","2004",87,2004-06-26
"6","27","2004",86.5,2004-06-27
"6","28","2004",90.5,2004-06-28
"6","29","2004",92.5,2004-06-29
"6","30","2004",95.5,2004-06-30
"7","1","2004",96.2,2004-07-01
"7","2","2004",92.1,2004-07-02
"7","3","2004",92.6,2004-07-03
"7","4","2004",91.1,2004-07-04
"7","5","2004",85.5,2004-07-05
"7","6","2004",88.1,2004-07-06
"7","7","2004",89.9,2004-07-07
"7","8","2004",91,2004-07-08
"7","9","2004",91.3,2004-07-09
"7","10","2004",94.2,2004-07-10
"7","11","2004",90.7,2004-07-11
"7","12","2004",92.7,2004-07-12
"7","13","2004",93.7,2004-07-13
"7","14","2004",93.3,2004-07-14
"7","15","2004",91.3,2004-07-15
"7","16","2004",90.1,2004-07-16
"7","17","2004",87.3,2004-07-17
"7","18","2004",92,2004-07-18
"7","19","2004",91.6,2004-07-19
"7","20","2004",93.1,2004-07-20
"7","21","2004",92.4,2004-07-21
"7","22","2004",94.2,2004-07-22
"7","23","2004",91.9,2004-07-23
"7","24","2004",91.4,2004-07-24
"7","25","2004",91,2004-07-25
"7","26","2004",86.8,2004-07-26
"7","27","2004",87.9,2004-07-27
"7","28","2004",88.1,2004-07-28
"7","29","2004",86.9,2004-07-29
"7","30","2004",90,2004-07-30
"7","31","2004",89.8,2004-07-31
"8","1","2004",88.3,2004-08-01
"8","2","2004",81.7,2004-08-02
"8","3","2004",82.4,2004-08-03
"8","4","2004",88.6,2004-08-04
"8","5","2004",89.4,2004-08-05
"8","6","2004",87.2,2004-08-06
"8","7","2004",89.6,2004-08-07
"8","8","2004",85.9,2004-08-08
"8","9","2004",82.7,2004-08-09
"8","10","2004",83,2004-08-10
"8","11","2004",84.2,2004-08-11
"8","12","2004",84.4,2004-08-12
"8","13","2004",84.2,2004-08-13
"8","14","2004",86,2004-08-14
"8","15","2004",87.9,2004-08-15
"8","16","2004",85.9,2004-08-16
"8","17","2004",83.7,2004-08-17
"8","18","2004",82.7,2004-08-18
"8","19","2004",85.1,2004-08-19
"8","20","2004",86.3,2004-08-20
"8","21","2004",84.4,2004-08-21
"8","22","2004",82.2,2004-08-22
"8","23","2004",79.9,2004-08-23
"8","24","2004",79.6,2004-08-24
"8","25","2004",78.5,2004-08-25
"8","26","2004",84.1,2004-08-26
"8","27","2004",87,2004-08-27
"8","28","2004",87.1,2004-08-28
"8","29","2004",88,2004-08-29
"8","30","2004",87.7,2004-08-30
"8","31","2004",88.3,2004-08-31
"9","1","2004",86.8,2004-09-01
"9","2","2004",87,2004-09-02
"9","3","2004",87.7,2004-09-03
"9","4","2004",88.5,2004-09-04
"9","5","2004",87.1,2004-09-05
"9","6","2004",87.6,2004-09-06
"9","7","2004",87.6,2004-09-07
"9","8","2004",88.4,2004-09-08
"9","9","2004",91,2004-09-09
"9","10","2004",88.3,2004-09-10
"9","11","2004",87.4,2004-09-11
"9","12","2004",88.5,2004-09-12
"9","13","2004",88.6,2004-09-13
"9","14","2004",88.7,2004-09-14
"9","15","2004",80.5,2004-09-15
"9","16","2004",82.7,2004-09-16
"9","17","2004",84.9,2004-09-17
"9","18","2004",84.7,2004-09-18
"9","19","2004",85.9,2004-09-19
"9","20","2004",86.6,2004-09-20
"9","21","2004",83.4,2004-09-21
"9","22","2004",80,2004-09-22
"9","23","2004",81.5,2004-09-23
"9","24","2004",82.8,2004-09-24
"9","25","2004",82.9,2004-09-25
"9","26","2004",83.6,2004-09-26
"9","27","2004",83.7,2004-09-27
"9","28","2004",81.3,2004-09-28
"9","29","2004",83.2,2004-09-29
"9","30","2004",84,2004-09-30
"10","1","2004",85.7,2004-10-01
"10","2","2004",84.2,2004-10-02
"10","3","2004",80.4,2004-10-03
"10","4","2004",81.6,2004-10-04
"10","5","2004",81.1,2004-10-05
"10","6","2004",78.5,2004-10-06
"10","7","2004",80.4,2004-10-07
"10","8","2004",81.8,2004-10-08
"10","9","2004",81.3,2004-10-09
"10","10","2004",75.2,2004-10-10
"10","11","2004",73.8,2004-10-11
"10","12","2004",73.5,2004-10-12
"10","13","2004",72.4,2004-10-13
"10","14","2004",72.9,2004-10-14
"10","15","2004",72.1,2004-10-15
"10","16","2004",73.2,2004-10-16
"10","17","2004",74.8,2004-10-17
"10","18","2004",76.2,2004-10-18
"10","19","2004",77.8,2004-10-19
"10","20","2004",78.3,2004-10-20
"10","21","2004",76.5,2004-10-21
"10","22","2004",74.1,2004-10-22
"10","23","2004",73.2,2004-10-23
"10","24","2004",72.4,2004-10-24
"10","25","2004",72.7,2004-10-25
"10","26","2004",72.7,2004-10-26
"10","27","2004",71.6,2004-10-27
"10","28","2004",74.9,2004-10-28
"10","29","2004",69.1,2004-10-29
"10","30","2004",68.3,2004-10-30
"10","31","2004",68.1,2004-10-31
"11","1","2004",67.2,2004-11-01
"11","2","2004",66.7,2004-11-02
"11","3","2004",68.6,2004-11-03
"11","4","2004",68.3,2004-11-04
"11","5","2004",66.2,2004-11-05
"11","6","2004",66.3,2004-11-06
"11","7","2004",66,2004-11-07
"11","8","2004",66.5,2004-11-08
"11","9","2004",66.2,2004-11-09
"11","10","2004",65.4,2004-11-10
"11","11","2004",65.1,2004-11-11
"11","12","2004",66.2,2004-11-12
"11","13","2004",66.4,2004-11-13
"11","14","2004",66.6,2004-11-14
"11","15","2004",66.9,2004-11-15
"11","16","2004",68.1,2004-11-16
"11","17","2004",70.2,2004-11-17
"11","18","2004",70.7,2004-11-18
"11","19","2004",66.9,2004-11-19
"11","20","2004",66.6,2004-11-20
"11","21","2004",68.1,2004-11-21
"11","22","2004",65.4,2004-11-22
"11","23","2004",69.9,2004-11-23
"11","24","2004",68.9,2004-11-24
"11","25","2004",70.5,2004-11-25
"11","26","2004",69,2004-11-26
"11","27","2004",66.4,2004-11-27
"11","28","2004",64.9,2004-11-28
"11","29","2004",64.8,2004-11-29
"11","30","2004",64.6,2004-11-30
"12","1","2004",67.2,2004-12-01
"12","2","2004",65.5,2004-12-02
"12","3","2004",64.4,2004-12-03
"12","4","2004",64.2,2004-12-04
"12","5","2004",63.6,2004-12-05
"12","6","2004",60.4,2004-12-06
"12","7","2004",59.8,2004-12-07
"12","8","2004",59.5,2004-12-08
"12","9","2004",58.2,2004-12-09
"12","10","2004",56.1,2004-12-10
"12","11","2004",60.9,2004-12-11
"12","12","2004",61.3,2004-12-12
"12","13","2004",58.7,2004-12-13
"12","14","2004",57.7,2004-12-14
"12","15","2004",61.9,2004-12-15
"12","16","2004",63.8,2004-12-16
"12","17","2004",60.7,2004-12-17
"12","18","2004",59.1,2004-12-18
"12","19","2004",61.8,2004-12-19
"12","20","2004",59.5,2004-12-20
"12","21","2004",59.3,2004-12-21
"12","22","2004",58.4,2004-12-22
"12","23","2004",57.6,2004-12-23
"12","24","2004",55,2004-12-24
"12","25","2004",56,2004-12-25
"12","26","2004",53.6,2004-12-26
"12","27","2004",53.6,2004-12-27
"12","28","2004",52.7,2004-12-28
"12","29","2004",57,2004-12-29
"12","30","2004",61.2,2004-12-30
"12","31","2004",62.8,2004-12-31
"1","1","2005",61,2005-01-01
"1","2","2005",57.4,2005-01-02
"1","3","2005",53.9,2005-01-03
"1","4","2005",54.6,2005-01-04
"1","5","2005",54.3,2005-01-05
"1","6","2005",54.3,2005-01-06
"1","7","2005",55.8,2005-01-07
"1","8","2005",55.9,2005-01-08
"1","9","2005",58.6,2005-01-09
"1","10","2005",58.6,2005-01-10
"1","11","2005",55.5,2005-01-11
"1","12","2005",53.7,2005-01-12
"1","13","2005",56.6,2005-01-13
"1","14","2005",59.2,2005-01-14
"1","15","2005",59,2005-01-15
"1","16","2005",59.2,2005-01-16
"1","17","2005",55.9,2005-01-17
"1","18","2005",53.9,2005-01-18
"1","19","2005",52.8,2005-01-19
"1","20","2005",55,2005-01-20
"1","21","2005",55,2005-01-21
"1","22","2005",55.4,2005-01-22
"1","23","2005",51.2,2005-01-23
"1","24","2005",52.4,2005-01-24
"1","25","2005",53,2005-01-25
"1","26","2005",55.8,2005-01-26
"1","27","2005",58.9,2005-01-27
"1","28","2005",60.9,2005-01-28
"1","29","2005",58.1,2005-01-29
"1","30","2005",58.1,2005-01-30
"1","31","2005",57.6,2005-01-31
"2","1","2005",54.5,2005-02-01
"2","2","2005",55.1,2005-02-02
"2","3","2005",56,2005-02-03
"2","4","2005",58.7,2005-02-04
"2","5","2005",60.6,2005-02-05
"2","6","2005",59.8,2005-02-06
"2","7","2005",61.8,2005-02-07
"2","8","2005",64.4,2005-02-08
"2","9","2005",65.3,2005-02-09
"2","10","2005",65.5,2005-02-10
"2","11","2005",65.9,2005-02-11
"2","12","2005",68.3,2005-02-12
"2","13","2005",67.3,2005-02-13
"2","14","2005",65.7,2005-02-14
"2","15","2005",64.8,2005-02-15
"2","16","2005",61.5,2005-02-16
"2","17","2005",61.3,2005-02-17
"2","18","2005",64.2,2005-02-18
"2","19","2005",59.5,2005-02-19
"2","20","2005",57.3,2005-02-20
"2","21","2005",55.1,2005-02-21
"2","22","2005",56.7,2005-02-22
"2","23","2005",61.6,2005-02-23
"2","24","2005",63.4,2005-02-24
"2","25","2005",65.3,2005-02-25
"2","26","2005",66.3,2005-02-26
"2","27","2005",67.6,2005-02-27
"2","28","2005",69.3,2005-02-28
"3","1","2005",69.6,2005-03-01
"3","2","2005",69.3,2005-03-02
"3","3","2005",74.8,2005-03-03
"3","4","2005",71.8,2005-03-04
"3","5","2005",73.7,2005-03-05
"3","6","2005",73.4,2005-03-06
"3","7","2005",73.7,2005-03-07
"3","8","2005",74.3,2005-03-08
"3","9","2005",67.5,2005-03-09
"3","10","2005",65.5,2005-03-10
"3","11","2005",67.7,2005-03-11
"3","12","2005",71,2005-03-12
"3","13","2005",71.3,2005-03-13
"3","14","2005",74.2,2005-03-14
"3","15","2005",76.6,2005-03-15
"3","16","2005",78.7,2005-03-16
"3","17","2005",81.6,2005-03-17
"3","18","2005",78.9,2005-03-18
"3","19","2005",80.2,2005-03-19
"3","20","2005",77.2,2005-03-20
"3","21","2005",75.7,2005-03-21
"3","22","2005",74.1,2005-03-22
"3","23","2005",74.3,2005-03-23
"3","24","2005",73.2,2005-03-24
"3","25","2005",74.9,2005-03-25
"3","26","2005",77.9,2005-03-26
"3","27","2005",78.8,2005-03-27
"3","28","2005",79.9,2005-03-28
"3","29","2005",76.4,2005-03-29
"3","30","2005",78.6,2005-03-30
"3","31","2005",77.4,2005-03-31
"4","1","2005",77.2,2005-04-01
"4","2","2005",77,2005-04-02
"4","3","2005",79.6,2005-04-03
"4","4","2005",80.9,2005-04-04
"4","5","2005",83.4,2005-04-05
"4","6","2005",88.5,2005-04-06
"4","7","2005",88.9,2005-04-07
"4","8","2005",85.5,2005-04-08
"4","9","2005",79.3,2005-04-09
"4","10","2005",76.4,2005-04-10
"4","11","2005",76.8,2005-04-11
"4","12","2005",77.5,2005-04-12
"4","13","2005",83.1,2005-04-13
"4","14","2005",83.4,2005-04-14
"4","15","2005",85.8,2005-04-15
"4","16","2005",86.8,2005-04-16
"4","17","2005",85.2,2005-04-17
"4","18","2005",83.7,2005-04-18
"4","19","2005",84.5,2005-04-19
"4","20","2005",85.6,2005-04-20
"4","21","2005",87.4,2005-04-21
"4","22","2005",88.3,2005-04-22
"4","23","2005",90.5,2005-04-23
"4","24","2005",85.6,2005-04-24
"4","25","2005",87.3,2005-04-25
"4","26","2005",83.6,2005-04-26
"4","27","2005",83,2005-04-27
"4","28","2005",82.4,2005-04-28
"4","29","2005",83.6,2005-04-29
"4","30","2005",84.5,2005-04-30
"5","1","2005",83.1,2005-05-01
"5","2","2005",78,2005-05-02
"5","3","2005",82.2,2005-05-03
"5","4","2005",80.9,2005-05-04
"5","5","2005",85.1,2005-05-05
"5","6","2005",88.2,2005-05-06
"5","7","2005",89.2,2005-05-07
"5","8","2005",89.3,2005-05-08
"5","9","2005",89,2005-05-09
"5","10","2005",86.9,2005-05-10
"5","11","2005",86.6,2005-05-11
"5","12","2005",89.7,2005-05-12
"5","13","2005",92.4,2005-05-13
"5","14","2005",89.2,2005-05-14
"5","15","2005",89.6,2005-05-15
"5","16","2005",92.3,2005-05-16
"5","17","2005",95,2005-05-17
"5","18","2005",96.4,2005-05-18
"5","19","2005",94.8,2005-05-19
"5","20","2005",93.2,2005-05-20
"5","21","2005",93.6,2005-05-21
"5","22","2005",91.3,2005-05-22
"5","23","2005",92.2,2005-05-23
"5","24","2005",93.2,2005-05-24
"5","25","2005",91.3,2005-05-25
"5","26","2005",95,2005-05-26
"5","27","2005",93.7,2005-05-27
"5","28","2005",91.6,2005-05-28
"5","29","2005",95.7,2005-05-29
"5","30","2005",92.1,2005-05-30
"5","31","2005",93.6,2005-05-31
"6","1","2005",94.3,2005-06-01
"6","2","2005",94.1,2005-06-02
"6","3","2005",97.5,2005-06-03
"6","4","2005",96.3,2005-06-04
"6","5","2005",94.2,2005-06-05
"6","6","2005",89.6,2005-06-06
"6","7","2005",88.7,2005-06-07
"6","8","2005",91.9,2005-06-08
"6","9","2005",92.2,2005-06-09
"6","10","2005",91.3,2005-06-10
"6","11","2005",96,2005-06-11
"6","12","2005",93.6,2005-06-12
"6","13","2005",93.9,2005-06-13
"6","14","2005",93,2005-06-14
"6","15","2005",94.6,2005-06-15
"6","16","2005",97.4,2005-06-16
"6","17","2005",98.8,2005-06-17
"6","18","2005",97.9,2005-06-18
"6","19","2005",98.9,2005-06-19
"6","20","2005",100.2,2005-06-20
"6","21","2005",98.4,2005-06-21
"6","22","2005",99,2005-06-22
"6","23","2005",91.9,2005-06-23
"6","24","2005",91.5,2005-06-24
"6","25","2005",96.7,2005-06-25
"6","26","2005",83.3,2005-06-26
"6","27","2005",84.1,2005-06-27
"6","28","2005",84.7,2005-06-28
"6","29","2005",83.8,2005-06-29
"6","30","2005",87.5,2005-06-30
"7","1","2005",90.7,2005-07-01
"7","2","2005",87.9,2005-07-02
"7","3","2005",86,2005-07-03
"7","4","2005",84.3,2005-07-04
"7","5","2005",80.8,2005-07-05
"7","6","2005",79.8,2005-07-06
"7","7","2005",80.3,2005-07-07
"7","8","2005",87.9,2005-07-08
"7","9","2005",91.7,2005-07-09
"7","10","2005",91,2005-07-10
"7","11","2005",80.6,2005-07-11
"7","12","2005",80.8,2005-07-12
"7","13","2005",82.9,2005-07-13
"7","14","2005",82.2,2005-07-14
"7","15","2005",83.7,2005-07-15
"7","16","2005",84.7,2005-07-16
"7","17","2005",84,2005-07-17
"7","18","2005",85.3,2005-07-18
"7","19","2005",89.1,2005-07-19
"7","20","2005",90.4,2005-07-20
"7","21","2005",89,2005-07-21
"7","22","2005",89.2,2005-07-22
"7","23","2005",85.9,2005-07-23
"7","24","2005",89.3,2005-07-24
"7","25","2005",90.4,2005-07-25
"7","26","2005",85.6,2005-07-26
"7","27","2005",89.6,2005-07-27
"7","28","2005",90.5,2005-07-28
"7","29","2005",86.4,2005-07-29
"7","30","2005",86.6,2005-07-30
"7","31","2005",87.7,2005-07-31
"8","1","2005",90.5,2005-08-01
"8","2","2005",90.5,2005-08-02
"8","3","2005",92.3,2005-08-03
"8","4","2005",88.3,2005-08-04
"8","5","2005",84.6,2005-08-05
"8","6","2005",82.7,2005-08-06
"8","7","2005",85.9,2005-08-07
"8","8","2005",87.2,2005-08-08
"8","9","2005",88.2,2005-08-09
"8","10","2005",89,2005-08-10
"8","11","2005",89,2005-08-11
"8","12","2005",89.9,2005-08-12
"8","13","2005",91.3,2005-08-13
"8","14","2005",92.5,2005-08-14
"8","15","2005",87.8,2005-08-15
"8","16","2005",83.9,2005-08-16
"8","17","2005",85.7,2005-08-17
"8","18","2005",88.7,2005-08-18
"8","19","2005",89.9,2005-08-19
"8","20","2005",87,2005-08-20
"8","21","2005",87.7,2005-08-21
"8","22","2005",89.5,2005-08-22
"8","23","2005",89.4,2005-08-23
"8","24","2005",88.1,2005-08-24
"8","25","2005",88,2005-08-25
"8","26","2005",89,2005-08-26
"8","27","2005",89.5,2005-08-27
"8","28","2005",89.6,2005-08-28
"8","29","2005",90.5,2005-08-29
"8","30","2005",88.9,2005-08-30
"8","31","2005",91.9,2005-08-31
"9","1","2005",91.9,2005-09-01
"9","2","2005",90.2,2005-09-02
"9","3","2005",90.8,2005-09-03
"9","4","2005",90.1,2005-09-04
"9","5","2005",88.9,2005-09-05
"9","6","2005",88.2,2005-09-06
"9","7","2005",87.8,2005-09-07
"9","8","2005",89.1,2005-09-08
"9","9","2005",84.7,2005-09-09
"9","10","2005",80.7,2005-09-10
"9","11","2005",85.5,2005-09-11
"9","12","2005",81.5,2005-09-12
"9","13","2005",81.6,2005-09-13
"9","14","2005",82.6,2005-09-14
"9","15","2005",78.2,2005-09-15
"9","16","2005",73.4,2005-09-16
"9","17","2005",74.7,2005-09-17
"9","18","2005",81.1,2005-09-18
"9","19","2005",83.6,2005-09-19
"9","20","2005",84.7,2005-09-20
"9","21","2005",87.5,2005-09-21
"9","22","2005",84.5,2005-09-22
"9","23","2005",84.5,2005-09-23
"9","24","2005",76.3,2005-09-24
"9","25","2005",77.8,2005-09-25
"9","26","2005",82.3,2005-09-26
"9","27","2005",83.6,2005-09-27
"9","28","2005",83.3,2005-09-28
"9","29","2005",82.9,2005-09-29
"9","30","2005",83.3,2005-09-30
"10","1","2005",83.5,2005-10-01
"10","2","2005",81.7,2005-10-02
"10","3","2005",80.8,2005-10-03
"10","4","2005",81.1,2005-10-04
"10","5","2005",82.3,2005-10-05
"10","6","2005",81.8,2005-10-06
"10","7","2005",82.4,2005-10-07
"10","8","2005",81,2005-10-08
"10","9","2005",82.1,2005-10-09
"10","10","2005",81.6,2005-10-10
"10","11","2005",81.2,2005-10-11
"10","12","2005",79.3,2005-10-12
"10","13","2005",78.8,2005-10-13
"10","14","2005",78.9,2005-10-14
"10","15","2005",78.5,2005-10-15
"10","16","2005",77.9,2005-10-16
"10","17","2005",77.2,2005-10-17
"10","18","2005",77.4,2005-10-18
"10","19","2005",75.7,2005-10-19
"10","20","2005",75.1,2005-10-20
"10","21","2005",73.5,2005-10-21
"10","22","2005",73,2005-10-22
"10","23","2005",72.5,2005-10-23
"10","24","2005",72.5,2005-10-24
"10","25","2005",73.8,2005-10-25
"10","26","2005",70.4,2005-10-26
"10","27","2005",73.1,2005-10-27
"10","28","2005",70.8,2005-10-28
"10","29","2005",69.7,2005-10-29
"10","30","2005",70.3,2005-10-30
"10","31","2005",70.3,2005-10-31
"11","1","2005",70.3,2005-11-01
"11","2","2005",74.4,2005-11-02
"11","3","2005",75.2,2005-11-03
"11","4","2005",69.7,2005-11-04
"11","5","2005",66.8,2005-11-05
"11","6","2005",67.7,2005-11-06
"11","7","2005",65.5,2005-11-07
"11","8","2005",66.1,2005-11-08
"11","9","2005",67.3,2005-11-09
"11","10","2005",68.2,2005-11-10
"11","11","2005",68.5,2005-11-11
"11","12","2005",69.8,2005-11-12
"11","13","2005",72.8,2005-11-13
"11","14","2005",69.8,2005-11-14
"11","15","2005",70.2,2005-11-15
"11","16","2005",70.4,2005-11-16
"11","17","2005",65.9,2005-11-17
"11","18","2005",62.3,2005-11-18
"11","19","2005",63.5,2005-11-19
"11","20","2005",64.5,2005-11-20
"11","21","2005",64.8,2005-11-21
"11","22","2005",67.8,2005-11-22
"11","23","2005",65.3,2005-11-23
"11","24","2005",64.1,2005-11-24
"11","25","2005",61.6,2005-11-25
"11","26","2005",63.5,2005-11-26
"11","27","2005",63.5,2005-11-27
"11","28","2005",65.2,2005-11-28
"11","29","2005",65,2005-11-29
"11","30","2005",59.1,2005-11-30
"12","1","2005",55,2005-12-01
"12","2","2005",54,2005-12-02
"12","3","2005",53.9,2005-12-03
"12","4","2005",58.2,2005-12-04
"12","5","2005",59.4,2005-12-05
"12","6","2005",58.7,2005-12-06
"12","7","2005",58.1,2005-12-07
"12","8","2005",57.3,2005-12-08
"12","9","2005",57.9,2005-12-09
"12","10","2005",58.6,2005-12-10
"12","11","2005",52,2005-12-11
"12","12","2005",53.9,2005-12-12
"12","13","2005",53.8,2005-12-13
"12","14","2005",54,2005-12-14
"12","15","2005",53.2,2005-12-15
"12","16","2005",55.6,2005-12-16
"12","17","2005",55.8,2005-12-17
"12","18","2005",53.4,2005-12-18
"12","19","2005",49.3,2005-12-19
"12","20","2005",53.9,2005-12-20
"12","21","2005",55.5,2005-12-21
"12","22","2005",57.7,2005-12-22
"12","23","2005",52.3,2005-12-23
"12","24","2005",54,2005-12-24
"12","25","2005",54.6,2005-12-25
"12","26","2005",55.2,2005-12-26
"12","27","2005",58.2,2005-12-27
"12","28","2005",58.1,2005-12-28
"12","29","2005",56,2005-12-29
"12","30","2005",53.5,2005-12-30
"12","31","2005",57.9,2005-12-31
"1","1","2006",61,2006-01-01
"1","2","2006",65.1,2006-01-02
"1","3","2006",55.5,2006-01-03
"1","4","2006",51.8,2006-01-04
"1","5","2006",49.1,2006-01-05
"1","6","2006",52.2,2006-01-06
"1","7","2006",49,2006-01-07
"1","8","2006",47.4,2006-01-08
"1","9","2006",50.1,2006-01-09
"1","10","2006",54.5,2006-01-10
"1","11","2006",54,2006-01-11
"1","12","2006",56,2006-01-12
"1","13","2006",57.7,2006-01-13
"1","14","2006",58.1,2006-01-14
"1","15","2006",65.3,2006-01-15
"1","16","2006",65.1,2006-01-16
"1","17","2006",67.5,2006-01-17
"1","18","2006",67.5,2006-01-18
"1","19","2006",59.8,2006-01-19
"1","20","2006",58.3,2006-01-20
"1","21","2006",59.4,2006-01-21
"1","22","2006",54.1,2006-01-22
"1","23","2006",53.6,2006-01-23
"1","24","2006",55.9,2006-01-24
"1","25","2006",55.6,2006-01-25
"1","26","2006",55.1,2006-01-26
"1","27","2006",56.7,2006-01-27
"1","28","2006",57.5,2006-01-28
"1","29","2006",60.4,2006-01-29
"1","30","2006",62.9,2006-01-30
"1","31","2006",62.4,2006-01-31
"2","1","2006",63.6,2006-02-01
"2","2","2006",66.4,2006-02-02
"2","3","2006",64.6,2006-02-03
"2","4","2006",64.4,2006-02-04
"2","5","2006",65.7,2006-02-05
"2","6","2006",64.8,2006-02-06
"2","7","2006",67,2006-02-07
"2","8","2006",66.3,2006-02-08
"2","9","2006",64.3,2006-02-09
"2","10","2006",65.9,2006-02-10
"2","11","2006",66.7,2006-02-11
"2","12","2006",68.2,2006-02-12
"2","13","2006",68.4,2006-02-13
"2","14","2006",72.4,2006-02-14
"2","15","2006",72,2006-02-15
"2","16","2006",71,2006-02-16
"2","17","2006",72.5,2006-02-17
"2","18","2006",73,2006-02-18
"2","19","2006",72.7,2006-02-19
"2","20","2006",75,2006-02-20
"2","21","2006",73.4,2006-02-21
"2","22","2006",74.4,2006-02-22
"2","23","2006",75.1,2006-02-23
"2","24","2006",75.1,2006-02-24
"2","25","2006",79.7,2006-02-25
"2","26","2006",73.9,2006-02-26
"2","27","2006",70.5,2006-02-27
"2","28","2006",67.8,2006-02-28
"3","1","2006",67.3,2006-03-01
"3","2","2006",68.6,2006-03-02
"3","3","2006",67.7,2006-03-03
"3","4","2006",70.7,2006-03-04
"3","5","2006",74.1,2006-03-05
"3","6","2006",75.6,2006-03-06
"3","7","2006",74.9,2006-03-07
"3","8","2006",75.5,2006-03-08
"3","9","2006",75.2,2006-03-09
"3","10","2006",67.7,2006-03-10
"3","11","2006",67.3,2006-03-11
"3","12","2006",68.9,2006-03-12
"3","13","2006",71.1,2006-03-13
"3","14","2006",65.3,2006-03-14
"3","15","2006",67.5,2006-03-15
"3","16","2006",70.2,2006-03-16
"3","17","2006",69,2006-03-17
"3","18","2006",71.1,2006-03-18
"3","19","2006",75.9,2006-03-19
"3","20","2006",77.4,2006-03-20
"3","21","2006",74.6,2006-03-21
"3","22","2006",73.8,2006-03-22
"3","23","2006",76.1,2006-03-23
"3","24","2006",78.3,2006-03-24
"3","25","2006",78.5,2006-03-25
"3","26","2006",76.7,2006-03-26
"3","27","2006",72.9,2006-03-27
